2025-09-28 03:46:24,431 |     INFO |             __init__:  60 | === Starting PDF Processing Run: debug_overfitting ===
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['h']
2025-09-28 03:46:24,526 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: 'h'
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 65: b'Tf' with 2 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 66: b'Td' with 2 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 67: b'TJ' with 1 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['k']
2025-09-28 03:46:24,526 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: 'k'
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 68: b'Tf' with 2 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 69: b'TJ' with 1 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['=', '0']
2025-09-28 03:46:24,526 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: '=0'
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 70: b'Tf' with 2 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 71: b'TJ' with 1 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: [':']
2025-09-28 03:46:24,526 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: ':'
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 72: b'Tf' with 2 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 73: b'TJ' with 1 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['9:', 'Will', 'gradien', 'ts', 'v', 'anish', 'or', 'explo', 'de?', 'Justify', '.']
2025-09-28 03:46:24,526 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: '9:Willgradientsvanishorexplode?Justify.'
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 74: b'Td' with 2 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 75: b'TJ' with 1 operands
2025-09-28 03:46:24,526 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['(b)', 'If']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: '(b)If'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 76: b'Tf' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 77: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['k']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: 'k'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 78: b'Tf' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 79: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['W']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: 'W'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 80: b'Tf' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 81: b'Td' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 82: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['h']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: 'h'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 83: b'Tf' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 84: b'Td' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 85: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['k']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: 'k'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 86: b'Tf' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 87: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['=', '1']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: '=1'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 88: b'Tf' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 89: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: [':']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: ':'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 90: b'Tf' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 91: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['2:', 'Will', 'gradien', 'ts', 'v', 'anish', 'or', 'explo', 'de?', 'Justify', '.', 'Suggest', 'an', 'easy', '\x0cx', 'and']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: '2:Willgradientsvanishorexplode?Justify.Suggestaneasyfixand'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 92: b'Td' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 93: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['explain', 'ho', 'w', 'it', 'helps.']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: 'explainhowithelps.'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 94: b'Tf' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 95: b'Td' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 96: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['Hint:', 'Consider', 'eigenvalue', 'e\x0be', 'cts', 'on', 'gr', 'adient', 'pr', 'op', 'agation', 'over', 'time.']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: 'Hint:Considereigenvalueeflectsongradientpropagationovertime.'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 97: b'Tf' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 98: b'Td' with 2 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 99: b'TJ' with 1 operands
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 148 |   TJ array texts: ['2']
2025-09-28 03:46:24,527 |    DEBUG |     process_tj_array:  45 | TJ Array - Combined text: '2'
2025-09-28 03:46:24,527 |    DEBUG | log_content_stream_operation: 136 | Page 2, Op 100: b'ET' with 0 operands
2025-09-28 03:46:24,537 |     INFO |       log_output_pdf: 190 | Output PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/debug_overfitting/output.pdf (86531 bytes)
2025-09-28 03:46:24,537 |     INFO |         finalize_run: 222 | === Run Complete: debug_overfitting (Duration: 0.11s) ===
2025-09-28 03:46:24,537 |     INFO |         finalize_run: 223 | Run directory: /Users/ashishrajshekhar/codex_code_glyph/runs/debug_overfitting
2025-09-28 03:46:24,537 |     INFO |         finalize_run: 224 | Metadata saved: /Users/ashishrajshekhar/codex_code_glyph/runs/debug_overfitting/run_metadata.json
2025-09-28 03:46:24,537 |     INFO |         finalize_run: 233 | Run completed successfully with 3 mappings applied
2025-09-28 03:46:24,542 |     INFO |  log_text_extraction:  90 | Extracted text (1711 chars): 'RNNs and LSTM Quiz\nMultiple Choice Questions\nQ1. What is the primary benefit of stacking multiple RNN layers (i.e., stacked\nRNNs)?\nA. Faster training\nB. Lower memory usage\nC. Better learning of hierarchical features\nD. Simpler architecture\nQ2. Which of the following is the main reason RNNs struggle with long-term depen-\ndencies?\nA. Underfitting\nB. Vanishing gradients\nC. Lack of non-linearity\nD. Insufficient data\nQ3. What differentiates an LSTM cell from a standard RNN cell?\nA. It uses ReLU inste...'
2025-09-28 03:46:24,542 |    DEBUG |  log_text_extraction:  95 | Full extracted text saved to: /Users/ashishrajshekhar/codex_code_glyph/runs/debug_overfitting/extracted_text.txt
